༄༅ དཀོན་ མཆོག་ གསུམ་ ལ་ ཕྱག་ འཚལ་ ལོ 83
གྱིས་ གསོལ་ པ །_ བཅོམ་ ལྡན་ འདས་ བདག་ 46
གྱིས་ གསོལ་ པ །_ བཅོམ་ ལྡན་ འདས་ མང་ 71
གྱིས་ གསོལ་ པ །_ བཅོམ་ ལྡན་ འདས་ ཤེས་ 40
གྱིས་ གསོལ་ པ །_ བཅོམ་ ལྡན་ འདས་ ཇི་ 43
གྱིས་ གསོལ་ པ །_ བཅོམ་ ལྡན་ འདས་ བྱང་ 88
གྱིས་ གསོལ་ པ །_ བཅོམ་ ལྡན་ འདས་ གལ་ 43
གྱིས་ ངོ་ བོ་ ཉིད་ སྟོང་ པ་ ཉིད་ ཀྱང་ 53
གྱིས་ བླ་ ན་ མེད་ པ་ ཡང་ དག་ པར་ 92
གྱིས་ སྨྲས་ པ །_ ཚེ་ དང་ ལྡན་ པ་ 183
གྱིས་ སྨྲས་ པ །_ བཙུན་ པ་ རབ་ འབྱོར་ 66
གྱིས་ སྨྲས་ པ །_ བཙུན་ པ་ ཤ་ ར་ 44
གྱིས་ སྨྲས་ པ །_ ལྷའི་ བུ་ གང་ གི་ 62
གྱིས་ ཡིད་ ལ་ བྱེད་ དོ །_། ཉན་ ཐོས་ 46
གྱིས་ གྲུབ་ ཅིང་ རྣམ་ པར་ མི་ རྟོག་ པར་ 49
གྱིས་ འདུས་ མ་ བྱས་ སྟོང་ པ་ ཉིད་ ཀྱང་ 53
གྱིས་ བརླབས་ པ་ མ་ མཆིས་ སོ །_། བཅོམ་ 176
གྱིས་ བརླབས་ པ་ མ་ མཆིས་ ཏེ །_ དེ་ 178
གྱིས་ གསུངས །_། རྒྱུད་ ཀྱི་ རྒྱལ་ པོ་ ཆེན་ 49
གྱིས་ འོད་ གསལ་ བའི་ ཕྱིར །_ རྣམ་ པར་ 106
གྱིས་ ཞུས་ པ །_ བཙུན་ པ་ བཅོམ་ ལྡན་ 75
གྱིས་ སྟོང་ པ་ གང་ ཡིན་ པ་ དེ་ ལ་ 123
གྱིས་ སྟོང་ པ་ ཉིད་ སྟོང་ པ་ ཉིད་ ཀྱང་ 50
གྱིས་ སྟོང་ པ་ སྟེ །_ རང་ བཞིན་ གྱིས་ 127
གྱིས་ སྟོང་ པ་ སྟེ །_ དེ་ ནི་ ནང་ 129
གྱིས་ སྟོང་ པ་ སྐྱེ་ བར་ མི་ འདོད་ དོ 54
གྱིས་ སྟོང་ པ་ སྐྱེ་ བར་ མྱི་ འདོད་ དོ 166
གྱིས་ སྟོང་ པ་ ཞིག་ མ་ ཡིན་ ན་ ནི 107
གྱིས་ སྟོང་ པས་ ན །_ དེའི་ ཕྱིར་ བྱང་ 96
གྱིས་ སྟོང་ ངོ་ ཞེས་ བྱ་ བར་ ཆོས་ སྟོན་ 57
གྱིས་ སྟོང་ ངོ་ ཞེས་ བྱ་ བར་ ཁོང་ དུ་ 110
གྱིས་ བཏགས་ པའི་ སྦྱིན་ སྲེག་ སྟོང་ ཕྲག་ བརྒྱད་ 40
གྱིས་ ཚོར་ བ་ དང་ །_ ལུས་ ཀྱི་ འདུས་ 57
གྱིས་ ཚོར་ བ་ དང་ །_ ཡིད་ ཀྱི་ འདུས་ 57
གྱིས་ ཚོར་ བ་ དང་ །_ སྣའི་ འདུས་ ཏེ་ 57
གྱིས་ ཚོར་ བ་ དང་ །_ ལྕེའི་ འདུས་ ཏེ་ 58
གྱིས་ མནན་ ནས་ ངེས་ པར་ འབྱུང་ བར་ མི་ 44
གྱིས་ མནན་ ནས་ ངེས་ པར་ འབྱུང་ བར་ འགྱུར་ 48
གྱིས་ རློམ་ སེམས་ སུ་ མྱི་ བྱེད །_ སྒྲ་ 102
གྱིས་ རློམ་ སེམས་ སུ་ མྱི་ བྱེད །_ དྲི་ 102
གྱིས་ རློམ་ སེམས་ སུ་ མྱི་ བྱེད །_ མྱིག་ 102
གྱིས་ རློམ་ སེམས་ སུ་ མྱི་ བྱེད །_ རྨྱི་ 102
གྱིས་ མྱི་ ཁྱབ་ པའི་ སླད་ དུ །_ ཤེས་ 100
གྱིས་ མྱི་ ཁྱབ་ པའི་ ཕྱིར །_ བསམ་ གྱིས་ 100
གྱིས་ མྱི་ ཁྱབ་ པའི་ དབྱིངས་ དེ་ ཤེས་ རབ་ 42
གྱིས་ མྱི་ ཁྱབ་ ཅེས་ བྱ་ བར་ སྟོན་ ཏོ 107
གྱིས་ མྱི་ ཁྱབ་ ཅེས་ བྱ་ བར་ འདུ་ ཤེས་ 100
གྱིས་ མྱི་ ཁྱབ་ དཔག་ ཏུ་ མ་ མཆིས་ གཞལ་ 107
གྱིས་ མྱི་ ཁྱབ་ དཔག་ ཏུ་ མྱེད་ གཞལ་ དུ་ 428
གྱིས་ མྱི་ འགལ་ བར་ བསྟན་ ཏོ །_། ཀཽ་ 100
ཐོག་ མ་ དང་ ཐ་ མ་ མེད་ པ་ སྟོང་ 435
ཐོག་ མ་ དང་ ཐ་ མ་ མྱེད་ པ་ སྟོང་ 1392
ཐོག་ མར་ དགེ་ བ །_ བར་ དུ་ དགེ་ 70
མར་ དང་ །_ ཞུན་ མར་ དང་ །_ མར་ 71
མར་ དང་ ཞུན་ མར་ དང་ མར་ གྱི་ ཉིང་ 45
མར་ གནས་ པ་ ཆེས་ མང་ པོ་ དག་ ལྷགས་ 49
མར་ གནས་ པ་ ཆེས་ ཉུང་ བ་ དག་ ལྷགས་ 48
མར་ གནས་ པ་ མཉམ་ པ་ དག་ ལྷགས་ ན 53
མར་ གནས་ པ་ བཞིའམ་ ལྷག་ པ་ དག་ འདུག་ 162
མར་ གྱི་ ངོ་ ཞག་ བཅུ་ བཞི་ ལ་ ཞག་ 47
མར་ གྱི་ ངོ་ ཞག་ བརྒྱད་ ལ་ ཞག་ གཅིག་ 41
མར་ དགེ་ བ །_ བར་ དུ་ དགེ་ བ 67
མར་ དགེ་ བ །_ དོན་ བཟང་ པོ །_ 53
མར་ གྱུར་ ན་ ཅིར་ འགྱུར །_ ཉེས་ བྱས་ 41
མར་ ཡང་ དག་ པར་ རྗེས་ སུ་ མྱི་ མཐོང་ 50
མར་ འགྱུར་ རོ །_། དགེ་ སློང་ དག་ དེ་ 40
མར་ བྱའོ །_། རི་ མོར་ བྱའོ །_། མཆོད་ 57
མར་ གྱིས་ བཏགས་ པའི་ སྦྱིན་ སྲེག་ སྟོང་ ཕྲག་ 49
མར་ བྱས །_ རི་ མོར་ བྱས །_ མཆོད་ 129
མར་ བྱེད །_ རི་ མོར་ བྱེད །_ མཆོད་ 74
མར་ མེ་ ལ་ ཕྱག་ འཚལ་ ལོ །_། དེ་ 65
མར་ གཡས་ ཕྱོགས་ སུ་ བསྐོར་ བ་ བྱས་ ནས 42
མར་ མྱི་ བྱེད་ དེ །_ དངོས་ པོ་ ཡོད་ 120
མར་ མྱི་ རྟོག _། རྣམ་ པར་ མྱི་ རྟོག་ 62
ཅི་ དང་ །_ ལྟོ་ འཕྱེ་ ཆེན་ པོ་ དང་ 362
ཅི་ དང་ །_ ལྟོ་ འཕྱེ་ ཆེན་ པོ་ རྣམས་ 136
ཅི་ དང་ ཅི་ འདོད་ པ་ དྲིས་ ཤིག་ དང་ 47
ཅི་ རྣམས་ དང་ །_ ལྟོ་ འཕྱེ་ ཆེན་ པོ་ 130
ཅི་ ལྟ་ བ་ བཞིན་ དུ་ རབ་ ཏུ་ མཁྱེན་ 54
ཅི་ ནས་ ཀྱང་ བདག་ བླ་ ན་ མེད་ པ་ 41
ཅི་ ནས་ ཀྱང་ བློ་ རྣམ་ པ་ གཉིས་ སུ་ 130
ཅི་ ཞིག་ བྱེད་ པ་ ཡིན་ ན །_ དེས་ 75
ཅི་ ཞིག་ ཐུན་ མོང་ ཡིན་ ཞེ་ ན །_ 49
ཅི་ ཞིག་ བགྱིས་ ན་ ལས་ དེའི་ རྣམ་ པར་ 49
ཅི་ ཞིག་ སྨོས །_ མ་ འོངས་ པའི་ དུས་ 52
ཅི་ ཞིག་ སྨོས །_ ད་ ལྟར་ བྱུང་ བའི་ 45
ཅི་ ལོག་ མ་ ཡིན་ ལ་ བདེན་ པ་ ཡང་ 61
ཅི་ ལོག་ མ་ གཏོགས་ པར་ དེ་ ནི་ མ་ 101
ཅི་ སྙེད་ ཡོད་ པ་ དེ་ དག་ ཐམས་ ཅད་ 68
ཅི་ བགྱིས་ ན་ ལས་ དེའི་ རྣམ་ པར་ སྨིན་ 47
ཅི་ ལགས །_ འདི་ ཇི་ ལྟར་ གཟུང་ བར་ 72
ཡོད །_། མི་ ཚེ་ ལོ་ གྲངས་ དག་ ནི་ 67
ཡོད །_། མི་ ཚེ་ ལོ་ གྲངས་ བདུན་ ཁྲི་ 45
ཡོད །_། མི་ ཚེ་ ལོ་ གྲངས་ དགུ་ ཁྲི་ 42
ཡོད །_། མི་ ཚེ་ ལོ་ གྲངས་ ཉི་ ཁྲི་ 57
ཡོད །_ རབ་ འབྱོར་ ཆོས་ ཐམས་ ཅད་ ནི་ 139
ཡོད །_ བྲམ་ ཟེའི་ ཚུལ་ ག་ ལ་ ཡོད 100
ལྷགས་ པ་ དག་ ཡོད་ ན །_ དགེ་ སློང་ 145
ལྷགས་ པ་ དག་ ཡོད་ དོ་ སྙམ་ དུ་ མི་ 108
ལྷགས་ པ་ དེ་ དག་ མེད་ པར་ བདག་ ཅག་ 114
ལྷགས་ ན །_ དེ་ དག་ གིས་ ཡང་ གསོལ་ 170
ལྷགས་ ནས །_ བཅོམ་ ལྡན་ འདས་ ཀྱི་ ཞབས་ 136
ལྷགས་ ནས་ བཅོམ་ ལྡན་ འདས་ ཀྱི་ ཞབས་ ལ་ 59
དྲིས་ པའི་ ཚིག་ གིས་ དགེ་ སློང་ རྣམས་ ལ་ 76
དྲིས་ ཤིག _། སངས་ རྒྱས་ ཀྱི་ ཞིང་ འདི་ 51
དྲིས་ ཤིག _། དེ་ ནས་ ཚོང་ དཔོན་ གྱི་ 40
ཤིག །_ ཀུན་ ཆུབ་ པར་ གྱིས་ ཤིག །_ 49
ཤིག །_ ཚུལ་ བཞིན་ དུ་ ཡིད་ ལ་ གྱིས་ 49
ཤིག །_ དེ་ ཅིའི་ ཕྱིར་ ཞེ་ ན །_ 102
ཤིག །_ ཇི་ ལྟར་ བསྟན་ པའི་ ཤེས་ རབ་ 47
ཤིག །_ ལྷོགས་ ཤིག །_ ཚུལ་ བཞིན་ དུ་ 44
ཤིག །_ ཆོངས་ ཤིག །_ ལྷོགས་ ཤིག །_ 45
ཤིག _། སངས་ རྒྱས་ ཀྱི་ ཞིང་ འདི་ ནས་ 50
ཤིག _། གང་ དག་ མི་ བཟོད་ པ་ དེ་ 94
ཤིག _། འདི་ ནི་ ལས་ བརྗོད་ པ་ དང་ 46
ཤིག _། ཀུན་ ཆུབ་ པར་ གྱིས་ ཤིག _། 79
ཤིག _། དེ་ དག་ གིས་ སྨྲས་ པ །_ 48
ཤིག _། དེ་ ནས་ ཚོང་ དཔོན་ གྱི་ བུ་ 44
ཤིག _། དེ་ ནས་ ཚེ་ དང་ ལྡན་ པ་ 63
ཤིག _། དེ་ ནས་ བྱང་ ཆུབ་ སེམས་ དཔའ་ 83
ཤིག _། དེ་ ཅིའི་ ཕྱིར་ ཞེ་ ན །_ 160
ཤིག _། བཅོམ་ ལྡན་ འདས་ ཀྱིས་ དེ་ སྐད་ 68
ཤིག _། ཚེ་ དང་ ལྡན་ པ་ ཀུན་ དགའ་ 43
ཤིག _། གསོལ་ པ །_ བཅོམ་ ལྡན་ འདས་ 57
ཤིག _། ལོ་ བརྒྱ་ འཚོ་ བར་ གྱུར་ ཅིག 47
ཤིག _། ལྷོགས་ ཤིག _། ཀུན་ ཆུབ་ པར་ 46
ཤིག _། ཆོངས་ ཤིག _། ལྷོགས་ ཤིག _། 58
ནས་ ཕྱག་ ན་ རྡོ་ རྗེ་ དེ་ བཞིན་ གཤེགས་ 40
ནས་ ཆོས་ གོས་ མ་ བྱས་ ཆོས་ གོས་ མ་ 40
ནས་ བསླབ་ པ་ བཅའ་ བའི་ བར་ དུ་ མཛད་ 56
ནས་ འཕགས་ པ་ སྤྱན་ རས་ གཟིགས་ དབང་ ཕྱུག་ 55
ནས་ སངས་ རྒྱས་ ཀྱི་ སྤྱན་ གྱིས་ འཇིག་ རྟེན་ 78
ནས་ སངས་ རྒྱས་ བཅོམ་ ལྡན་ འདས་ དེ་ དག་ 62
ནས་ འདི་ སྐད་ ཅེས་ གསོལ་ ཏོ །_། བཅོམ་ 151
ནས་ འདི་ སྐད་ ཅེས་ བཀའ་ སྩལ་ ཏོ །_། 49
ནས་ འདི་ ཉིད་ བདེན་ གྱི་ གཞན་ ནི་ བརྫུན་ 64
ནས་ དགེ་ སློང་ གི་ དགེ་ འདུན་ གྱི་ གུང་ 44
ནས་ དགེ་ སློང་ གནས་ བརྟན་ གནས་ བརྟན་ རྣམས་ 40
ནས་ དགེ་ སློང་ རྣམས་ ལ་ བཀའ་ སྩལ་ པ 196
ནས་ དགེ་ སློང་ རྣམས་ ཀྱིས་ སངས་ རྒྱས་ བཅོམ་ 49
ནས་ ཚོང་ དཔོན་ གྱི་ བུ་ ནོར་ བཟངས་ ཀྱིས་ 68
ནས་ ངེས་ པར་ འབྱུང་ བར་ མི་ འགྱུར་ བ་ 44
ནས་ ངེས་ པར་ འབྱུང་ བར་ འགྱུར་ རོ །_། 44
ནས་ ཉོན་ མོངས་ པ་ དང་ །_ རྣམ་ པར་ 135
ནས་ ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ཏེ 58
ནས་ ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ཏེ་ 135
ནས་ ཉོན་ མོངས་ པ་ མེད་ པ་ དང་ །_ 218
ནས་ ཉོན་ མོངས་ པ་ འམ །_ རྣམ་ པར་ 43
ནས་ ཉོན་ མོངས་ པ་ མྱེད་ པ་ དང་ །_ 207
ནས་ ཉོན་ མོངས་ པ་ མྱི་ མཐོང་ །_ རྣམ་ 101
ནས་ ངན་ འགྲོ་ ལོག་ པར་ ལྟུང་ བ་ སེམས་ 115
ནས་ ཡང་ དགེ་ སློང་ ལས་ ཀྱི་ འབྲས་ བུ་ 211
ནས་ ཡང་ དག་ པར་ རྫོགས་ པའི་ སངས་ རྒྱས་ 124
ནས་ ཡང་ བཅོམ་ ལྡན་ འདས་ དེ་ བཞིན་ གཤེགས་ 49
ནས་ ཡང་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ དཔའ་ 53
ནས་ རབ་ ཏུ་ ཤེས་ སོ །_། ཤེས་ ནས་ 42
ནས་ དེ་ དང་ འཐུན་ པའི་ ཆོས་ བསྟན་ ཏེ 42
ནས་ དེ་ འདི་ སྙམ་ དུ་ སེམས་ ཏེ །_ 106
ནས་ དེ་ ཉིད་ དུ་ མི་ སྣང་ བར་ གྱུར་ 41
ནས་ དེ་ དག་ འདི་ སྙམ་ དུ་ སེམས་ ཏེ 46
ནས་ དེ་ དེ་ དང་ ལྷན་ ཅིག་ རྩེ་ བར་ 45
ནས་ དེ་ བཞིན་ གཤེགས་ པ་ ཐམས་ ཅད་ ཀྱི་ 181
ནས་ དེ་ བཞིན་ གཤེགས་ པ་ ཐམས་ ཅད་ ཀྱིས་ 54
ནས་ དེ་ བཞིན་ གཤེགས་ པ་ དགྲ་ བཅོམ་ པ་ 141
ནས་ ཀྱང་ །_། དང་ པོ་ ཉིད་ དུ་ བྱང་ 65
ནས་ ཀྱང་ །_། དང་ པོར་ བྱང་ ཆུབ་ ཏུ་ 720
ནས་ ཀྱང་ འདི་ སྙམ་ དུ་ སེམས་ ཏེ །_ 40
ནས་ ཀྱང་ བདག་ བླ་ ན་ མེད་ པ་ ཡང་ 42
ནས་ ཀྱང་ འོང་ བ་ མེད །_ གང་ དུ་ 208
ནས་ ཀྱང་ འོང་ བ་ མྱེད །_ གང་ དུ་ 517
ནས་ ཀྱང་ གལ་ ཏེ་ ལན་ གྲངས་ གཞན་ ལ་ 74
ནས་ ཀྱང་ བློ་ རྣམ་ པ་ གཉིས་ སུ་ མྱི་ 125
ནས་ འབྱུང་ བ་ མེད་ དོ །_། རྣམ་ པ་ 40
ནས་ འབྱུང་ བ་ མྱེད་ དོ །_། རྣམ་ པ་ 77
ནས་ བདེ་ འགྲོ་ མཐོ་ རིས་ ཀྱི་ འཇིག་ རྟེན་ 102
ནས་ མ་ སྐྱེས་ པའི་ ཆོས་ ཅན་ ནོ །_། 47
ནས་ དགྲ་ བཅོམ་ པ་ ཉིད་ མངོན་ སུམ་ དུ་ 141
ནས་ བཅོམ་ ལྡན་ འདས་ ལ་ འདི་ སྐད་ ཅེས་ 445
ནས་ བཅོམ་ ལྡན་ འདས་ ལ་ ཚེ་ དང་ ལྡན་ 549
ནས་ བཅོམ་ ལྡན་ འདས་ ལ་ བྱང་ ཆུབ་ སེམས་ 351
ནས་ བཅོམ་ ལྡན་ འདས་ ལ་ ལྷའི་ དབང་ པོ་ 42
ནས་ བཅོམ་ ལྡན་ འདས་ ལ་ འཇམ་ དཔལ་ གཞོན་ 83
ནས་ བཅོམ་ ལྡན་ འདས་ ཕྱག་ ན་ རྡོ་ རྗེས་ 40
ནས་ བཅོམ་ ལྡན་ འདས་ ཀྱི་ ཞབས་ ལ་ མགོ་ 216
